"product_id","barcode","product_name","brand","category","subcategory","recommendation_group","serving_size_g","energy_kcal_100g","protein_g_100g","carbs_g_100g","sugar_g_100g","added_sugar_g_100g","total_fat_g_100g","saturated_fat_g_100g","trans_fat_g_100g","fiber_g_100g","sodium_mg_100g","salt_g_100g","ingredients_text","ingredient_count","contains_whole_grain","contains_added_sugar","contains_artificial_sweetener","contains_allergen","allergens","processing_level","food_score","score_version","data_source","verified"
"AAR0126","8901000000126","FitBite Ancient Grain","FitBite","Breakfast Cereals","Ancient Grain","breakfast_cereals","31.0","387.5","8.1","59.8","15.6","10.0","3.5","2.5","0.0","7.8","710.0","1.81","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","9","true","true","false","true","oats,nuts","ultra_processed","50","v1.0","synthetic_v2","false"
"AAR0127","8901000000127","MorningBest Wheat Puffs","MorningBest","Breakfast Cereals","Wheat Puffs","breakfast_cereals","38.0","350.1","4.8","67.2","11.7","11.7","8.3","0","0.1","11.8","385.0","0.98","Puffed quinoa, amaranth, seeds, coconut sugar, cinnamon","7","true","true","false","true","wheat,gluten,milk","minimally_processed","73","v1.0","synthetic_v2","false"
"AAR0128","8901000000128","MorningBest Millet Flakes","MorningBest","Breakfast Cereals","Millet Flakes","breakfast_cereals","36.0","358.7","12.2","86.8","36.0","6.1","0.5","0.5","0","8.6","329.0","0.84","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","5","false","true","false","true","soy","ultra_processed","46","v1.0","synthetic_v2","false"
"AAR0129","8901000000129","CleanEat Oat Porridge","CleanEat","Breakfast Cereals","Oat Porridge","breakfast_cereals","32.0","380.8","8.2","56.3","0","0","13.5","4.0","0","5.4","364.0","0.93","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","10","true","false","false","true","nuts","processed","66","v1.0","synthetic_v2","false"
"AAR0130","8901000000130","CleanEat Muesli Premium","CleanEat","Breakfast Cereals","Muesli","breakfast_cereals","52.0","387.2","12.6","67.0","10.8","1.2","1.8","1.2","0.0","10.7","135.0","0.34","Oats, milk powder, sugar, malt extract, salt, vitamins","9","true","true","false","true","milk,soy","processed","74","v1.0","synthetic_v2","false"
"AAR0131","8901000000131","MorningBest Corn Flakes Premium","MorningBest","Breakfast Cereals","Corn Flakes","breakfast_cereals","46.0","367.5","7.6","43.8","27.2","20.9","4.2","1.6","0.0","2.0","240.0","0.61","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","6","true","true","false","true","milk,soy","ultra_processed","41","v1.0","synthetic_v2","false"
"AAR0132","8901000000132","PureNature Granola","PureNature","Breakfast Cereals","Granola","breakfast_cereals","32.0","375.3","6.1","72.7","12.6","0","10.7","0.4","0","8.2","487.0","1.24","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","10","false","false","false","true","oats,nuts","processed","59","v1.0","synthetic_v2","false"
"AAR0133","8901000000133","TrailBlaze Ancient Grain","TrailBlaze","Breakfast Cereals","Ancient Grain","breakfast_cereals","21.0","378.7","11.2","69.8","9.0","1.7","5.9","0","0","9.0","443.0","1.13","Skimmed milk, sugar, stabilizers, flavours, live cultures","6","true","true","false","true","peanuts,sesame","processed","69","v1.0","synthetic_v2","false"
"AAR0134","8901000000134","DairyPure Corn Flakes Premium","DairyPure","Breakfast Cereals","Corn Flakes","breakfast_cereals","41.0","383.5","14.6","68.2","5.0","5.0","11.7","0.5","0","5.8","108.0","0.28","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","14","false","true","false","true","milk,soy","minimally_processed","74","v1.0","synthetic_v2","false"
"AAR0135","8901000000135","TrailBlaze Bran Flakes","TrailBlaze","Breakfast Cereals","Bran Flakes","breakfast_cereals","37.0","376.1","8.9","65.1","0","0","5.1","1.2","0.2","8.5","145.0","0.37","Skimmed milk, sugar, stabilizers, flavours, live cultures","13","false","false","false","true","peanuts,sesame","processed","71","v1.0","synthetic_v2","false"
"AAR0136","8901000000136","SpiceBlend Oat Porridge Premium","SpiceBlend","Breakfast Cereals","Oat Porridge","breakfast_cereals","44.0","370.8","5.9","77.2","6.8","6.8","10.4","0.8","0.1","7.7","564.0","1.43","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","7","true","true","false","true","wheat,gluten,soy","ultra_processed","55","v1.0","synthetic_v2","false"
"AAR0137","8901000000137","NutriCo Wheat Puffs Premium","NutriCo","Breakfast Cereals","Wheat Puffs","breakfast_cereals","39.0","351.9","12.1","64.7","8.6","0.4","7.4","4.6","0","7.6","534.0","1.36","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","11","false","false","false","true","peanuts,sesame","minimally_processed","67","v1.0","synthetic_v2","false"
"AAR0138","8901000000138","HarvestGold Corn Flakes Premium","HarvestGold","Breakfast Cereals","Corn Flakes","breakfast_cereals","43.0","341.4","10.6","66.1","23.8","21.9","17.2","2.4","0.0","8.2","216.0","0.55","Rice flour, corn grits, sunflower oil, spice mix, salt, citric acid","9","false","true","false","true","peanuts,sesame","processed","59","v1.0","synthetic_v2","false"
"AAR0139","8901000000139","SlimChoice Bran Flakes","SlimChoice","Breakfast Cereals","Bran Flakes","breakfast_cereals","32.0","372.2","12.8","57.9","25.5","23.2","5.0","0","0","12.0","276.0","0.7","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","8","false","true","false","true","milk,soy","processed","64","v1.0","synthetic_v2","false"
"AAR0140","8901000000140","ProSnack Corn Flakes Premium","ProSnack","Breakfast Cereals","Corn Flakes","breakfast_cereals","48.0","389.0","10.9","65.6","10.8","7.3","1.3","1.3","0","11.8","720.0","1.83","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","8","true","true","false","true","milk,soy","ultra_processed","60","v1.0","synthetic_v2","false"
"AAR0141","8901000000141","SunriseFarm Bran Flakes","SunriseFarm","Breakfast Cereals","Bran Flakes","breakfast_cereals","45.0","378.1","9.4","59.0","19.9","0.0","10.8","0.8","0.0","8.5","303.0","0.77","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","8","true","false","false","true","wheat,gluten,soy","ultra_processed","55","v1.0","synthetic_v2","false"
"AAR0142","8901000000142","PureNature Wheat Puffs","PureNature","Breakfast Cereals","Wheat Puffs","breakfast_cereals","45.0","389.8","6.1","69.3","34.3","0","2.5","2.3","0.0","8.7","368.0","0.94","Oats, milk powder, sugar, malt extract, salt, vitamins","13","false","false","false","true","milk","processed","49","v1.0","synthetic_v2","false"
"AAR0143","8901000000143","FitBite Bran Flakes","FitBite","Breakfast Cereals","Bran Flakes","breakfast_cereals","36.0","378.2","8.9","74.7","40.7","10.4","1.1","1.1","0","0","562.0","1.43","Refined flour, palm oil, MSG, hydrolyzed soy protein, artificial flavours, salt","9","true","true","false","true","nuts","ultra_processed","30","v1.0","synthetic_v2","false"
"AAR0144","8901000000144","HealthFirst Bran Flakes Premium","HealthFirst","Breakfast Cereals","Bran Flakes","breakfast_cereals","36.0","376.3","10.0","75.1","9.8","9.8","4.3","2.6","0.0","4.2","618.0","1.57","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","12","true","true","false","true","milk","ultra_processed","50","v1.0","synthetic_v2","false"
"AAR0145","8901000000145","TrailBlaze Wheat Puffs","TrailBlaze","Breakfast Cereals","Wheat Puffs","breakfast_cereals","48.0","377.2","14.1","65.8","9.2","9.2","4.1","2.7","0","3.8","88.0","0.22","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","15","false","true","false","true","wheat,gluten,soy","processed","63","v1.0","synthetic_v2","false"
"AAR0146","8901000000146","NutriCo Ancient Grain","NutriCo","Breakfast Cereals","Ancient Grain","breakfast_cereals","18.0","365.4","9.1","68.7","25.8","0.7","6.6","3.0","0.0","8.2","460.0","1.17","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","12","false","false","false","true","wheat,gluten,soy","processed","54","v1.0","synthetic_v2","false"
"AAR0147","8901000000147","CleanEat Muesli Premium","CleanEat","Breakfast Cereals","Muesli","breakfast_cereals","41.0","351.6","4.9","73.1","28.1","8.6","9.8","3.9","0.1","13.2","414.0","1.05","Almonds, cashews, raisins, sunflower seeds, salt","5","false","true","false","true","peanuts,sesame","minimally_processed","62","v1.0","synthetic_v2","false"
"AAR0148","8901000000148","GrainMart Corn Flakes","GrainMart","Breakfast Cereals","Corn Flakes","breakfast_cereals","34.0","361.8","7.4","89.7","11.1","11.1","8.0","1.6","0.1","5.3","315.0","0.8","Brown rice, lentils, vegetables, spices, salt","6","true","true","false","true","wheat,gluten,milk","minimally_processed","66","v1.0","synthetic_v2","false"
"AAR0149","8901000000149","SpiceBlend Granola","SpiceBlend","Breakfast Cereals","Granola","breakfast_cereals","38.0","352.7","9.4","63.7","6.5","0.0","5.1","0","0.0","7.8","23.0","0.06","Refined flour, palm oil, MSG, hydrolyzed soy protein, artificial flavours, salt","7","false","false","false","true","soy","ultra_processed","61","v1.0","synthetic_v2","false"
"AAR0150","8901000000150","SweetNature Granola","SweetNature","Breakfast Cereals","Granola","breakfast_cereals","49.0","376.0","12.9","49.2","14.3","8.4","8.5","1.8","0","6.4","137.0","0.35","Skimmed milk, sugar, stabilizers, flavours, live cultures","10","false","true","false","false","","processed","63","v1.0","synthetic_v2","false"
"AAR0151","8901000000151","GrainMart Wheat Puffs","GrainMart","Breakfast Cereals","Wheat Puffs","breakfast_cereals","36.0","415.5","9.3","60.9","0.0","0.0","0","0","0.0","2.0","573.0","1.46","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","10","true","false","false","true","nuts","ultra_processed","53","v1.0","synthetic_v2","false"
"AAR0152","8901000000152","BakeMaster Bran Flakes Premium","BakeMaster","Breakfast Cereals","Bran Flakes","breakfast_cereals","38.0","408.3","11.7","65.3","3.2","0","2.3","1.2","0","7.0","294.0","0.75","Almonds, cashews, raisins, sunflower seeds, salt","8","false","false","false","true","wheat,gluten","minimally_processed","72","v1.0","synthetic_v2","false"
"AAR0153","8901000000153","DairyPure Muesli","DairyPure","Breakfast Cereals","Muesli","breakfast_cereals","35.0","372.2","10.6","57.1","28.5","9.0","5.6","2.6","0.0","10.8","332.0","0.84","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","11","true","true","false","false","","minimally_processed","66","v1.0","synthetic_v2","false"
"AAR0154","8901000000154","SlimChoice Bran Flakes Premium","SlimChoice","Breakfast Cereals","Bran Flakes","breakfast_cereals","50.0","339.4","9.8","67.7","10.7","8.7","0","0","0.0","8.1","95.0","0.24","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","7","false","true","false","true","nuts","minimally_processed","72","v1.0","synthetic_v2","false"
"AAR0155","8901000000155","TrailBlaze Oat Porridge","TrailBlaze","Breakfast Cereals","Oat Porridge","breakfast_cereals","42.0","392.2","10.6","61.5","39.0","0.0","9.6","3.0","0","12.4","306.0","0.78","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","10","false","false","false","true","milk,soy","ultra_processed","47","v1.0","synthetic_v2","false"
"AAR0156","8901000000156","DesiGood Granola","DesiGood","Breakfast Cereals","Granola","breakfast_cereals","31.0","364.6","11.5","75.9","0","0","0","0","0.0","3.7","206.0","0.52","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","9","false","false","false","true","wheat,gluten,milk","minimally_processed","71","v1.0","synthetic_v2","false"
"AAR0157","8901000000157","SlimChoice Bran Flakes","SlimChoice","Breakfast Cereals","Bran Flakes","breakfast_cereals","30.0","360.3","11.4","81.1","28.4","4.4","4.6","0","0","10.9","571.0","1.45","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","8","true","true","false","true","peanuts,sesame","minimally_processed","66","v1.0","synthetic_v2","false"
"AAR0158","8901000000158","PowerFuel Millet Flakes","PowerFuel","Breakfast Cereals","Millet Flakes","breakfast_cereals","39.0","367.3","10.2","59.9","17.7","5.3","5.4","2.3","0.0","6.0","260.0","0.66","Puffed quinoa, amaranth, seeds, coconut sugar, cinnamon","8","true","true","false","true","milk","minimally_processed","66","v1.0","synthetic_v2","false"
"AAR0159","8901000000159","DairyPure Muesli","DairyPure","Breakfast Cereals","Muesli","breakfast_cereals","27.0","361.5","13.5","73.6","9.7","9.7","4.0","3.3","0.0","7.1","361.0","0.92","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","6","false","true","false","true","wheat,gluten","processed","64","v1.0","synthetic_v2","false"
"AAR0160","8901000000160","GrainMart Corn Flakes Premium","GrainMart","Breakfast Cereals","Corn Flakes","breakfast_cereals","39.0","338.2","9.9","85.3","37.5","16.4","7.8","0","0","4.7","168.0","0.43","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","8","false","true","false","true","oats,nuts","minimally_processed","53","v1.0","synthetic_v2","false"
"AAR0161","8901000000161","HealthFirst Ancient Grain Premium","HealthFirst","Breakfast Cereals","Ancient Grain","breakfast_cereals","30.0","318.5","11.4","57.3","15.6","15.6","1.4","0","0","11.4","632.0","1.61","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","11","true","true","false","true","milk,soy","processed","68","v1.0","synthetic_v2","false"
"AAR0162","8901000000162","SpiceBlend Bran Flakes Premium","SpiceBlend","Breakfast Cereals","Bran Flakes","breakfast_cereals","42.0","356.4","9.2","94.4","0","0","7.6","3.1","0.0","8.6","210.0","0.53","Rolled oats, dried fruits, seeds, honey, coconut oil","8","true","false","false","true","milk","minimally_processed","78","v1.0","synthetic_v2","false"
"AAR0163","8901000000163","NutriPulse Muesli","NutriPulse","Breakfast Cereals","Muesli","breakfast_cereals","35.0","383.5","8.6","71.8","12.7","12.7","5.3","0","0.1","4.3","162.0","0.41","Rice flour, corn grits, sunflower oil, spice mix, salt, citric acid","14","false","true","false","true","soy","processed","59","v1.0","synthetic_v2","false"
"AAR0164","8901000000164","SweetNature Oat Porridge","SweetNature","Breakfast Cereals","Oat Porridge","breakfast_cereals","38.0","314.6","17.3","78.6","15.5","9.5","6.8","2.3","0.0","9.4","296.0","0.75","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","9","true","true","false","true","oats,nuts","processed","72","v1.0","synthetic_v2","false"
"AAR0165","8901000000165","SwiftGrain Bran Flakes","SwiftGrain","Breakfast Cereals","Bran Flakes","breakfast_cereals","34.0","363.1","12.3","73.9","0","0","6.4","1.5","0","11.4","451.0","1.15","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","11","false","false","false","true","milk","minimally_processed","79","v1.0","synthetic_v2","false"
"AAR0166","8901000000166","HealthFirst Muesli","HealthFirst","Breakfast Cereals","Muesli","breakfast_cereals","46.0","343.7","6.1","61.7","22.5","19.5","7.8","2.6","0.0","5.3","358.0","0.91","Brown rice, lentils, vegetables, spices, salt","12","false","true","false","true","wheat,gluten,soy","minimally_processed","56","v1.0","synthetic_v2","false"
"AAR0167","8901000000167","SwiftGrain Bran Flakes","SwiftGrain","Breakfast Cereals","Bran Flakes","breakfast_cereals","34.0","397.7","11.3","71.5","24.8","9.7","1.5","1.3","0","5.1","254.0","0.65","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","9","true","true","false","true","oats,nuts","processed","57","v1.0","synthetic_v2","false"
"AAR0168","8901000000168","CrunchWave Wheat Puffs","CrunchWave","Breakfast Cereals","Wheat Puffs","breakfast_cereals","47.0","320.7","10.0","68.0","4.8","4.8","9.7","0","0","4.8","144.0","0.37","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","9","true","true","false","true","milk","ultra_processed","60","v1.0","synthetic_v2","false"
"AAR0169","8901000000169","BakeMaster Bran Flakes","BakeMaster","Breakfast Cereals","Bran Flakes","breakfast_cereals","54.0","361.4","4.5","74.4","0.0","0.0","6.7","3.5","0","0","407.0","1.04","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","13","false","false","false","true","oats,nuts","ultra_processed","45","v1.0","synthetic_v2","false"
"AAR0170","8901000000170","HarvestGold Corn Flakes Premium","HarvestGold","Breakfast Cereals","Corn Flakes","breakfast_cereals","40.0","373.2","8.3","76.1","2.8","2.8","7.8","3.1","0.1","8.9","245.0","0.62","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","4","false","true","false","true","milk,soy","ultra_processed","60","v1.0","synthetic_v2","false"
"AAR0171","8901000000171","MorningBest Wheat Puffs","MorningBest","Breakfast Cereals","Wheat Puffs","breakfast_cereals","47.0","350.6","8.5","62.8","17.6","2.2","10.5","1.5","0","6.4","400.0","1.02","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","7","true","true","true","true","oats,nuts","ultra_processed","48","v1.0","synthetic_v2","false"
"AAR0172","8901000000172","HealthFirst Corn Flakes Premium","HealthFirst","Breakfast Cereals","Corn Flakes","breakfast_cereals","43.0","351.5","8.7","54.5","4.0","4.0","9.4","1.9","0.0","10.5","255.0","0.65","Almonds, cashews, raisins, sunflower seeds, salt","9","true","true","false","true","oats,nuts","minimally_processed","78","v1.0","synthetic_v2","false"
"AAR0173","8901000000173","ProSnack Plant Milk Premium","ProSnack","Beverages","Plant Milk","beverages","213.0","70.9","0","0","0","0","2.9","1.5","0.0","0.3","96.0","0.24","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","6","false","false","false","false","","processed","59","v1.0","synthetic_v2","false"
"AAR0174","8901000000174","DesiGood Fruit Drink","DesiGood","Beverages","Fruit Drink","beverages","220.0","91.9","8.0","8.7","4.4","4.4","2.2","0","0","0.0","0","0.0","Puffed quinoa, amaranth, seeds, coconut sugar, cinnamon","6","false","true","false","true","wheat,gluten,milk","minimally_processed","68","v1.0","synthetic_v2","false"
"AAR0175","8901000000175","GreenLeaf Protein Shake","GreenLeaf","Beverages","Protein Shake","beverages","157.0","27.8","9.3","12.9","10.4","10.4","0","0","0","0.6","0","0.0","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","9","false","true","false","true","nuts","processed","62","v1.0","synthetic_v2","false"
"AAR0176","8901000000176","FitBite Protein Shake","FitBite","Beverages","Protein Shake","beverages","217.0","77.6","0","2.2","2.2","0","4.3","0","0.0","0.1","128.0","0.33","Rolled oats, dried fruits, seeds, honey, coconut oil","6","false","false","false","true","milk","minimally_processed","62","v1.0","synthetic_v2","false"
"AAR0177","8901000000177","SlimChoice Fruit Drink","SlimChoice","Beverages","Fruit Drink","beverages","249.0","57.5","0","16.7","4.7","4.7","0","0","0","1.5","186.0","0.47","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","6","false","true","true","true","peanuts,sesame","ultra_processed","47","v1.0","synthetic_v2","false"
"AAR0178","8901000000178","ProSnack Sports Drink","ProSnack","Beverages","Sports Drink","beverages","229.0","56.3","4.7","0","0.0","0.0","2.4","0.9","0.0","0.6","165.0","0.42","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","5","true","false","false","true","milk,soy","ultra_processed","57","v1.0","synthetic_v2","false"
"AAR0179","8901000000179","PowerFuel Coconut Water","PowerFuel","Beverages","Coconut Water","beverages","154.0","61.1","9.7","0","0","0","1.1","0.7","0.0","0.2","199.0","0.51","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","4","false","false","false","true","wheat,gluten,soy","processed","64","v1.0","synthetic_v2","false"
"AAR0180","8901000000180","SweetNature Fruit Drink","SweetNature","Beverages","Fruit Drink","beverages","327.0","48.8","0","8.4","8.4","6.1","1.5","0","0","0.1","55.0","0.14","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","8","false","true","false","true","wheat,gluten,soy","processed","55","v1.0","synthetic_v2","false"
"AAR0181","8901000000181","NutriPulse Protein Shake","NutriPulse","Beverages","Protein Shake","beverages","309.0","10","3.2","14.5","14.5","14.5","0","0","0","0.2","117.0","0.3","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","6","false","true","false","true","oats,nuts","processed","54","v1.0","synthetic_v2","false"
"AAR0182","8901000000182","HarvestGold Coffee Drink","HarvestGold","Beverages","Coffee Drink","beverages","239.0","35.8","2.8","2.5","2.5","0.0","1.4","1.4","0.0","0.2","67.0","0.17","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","11","false","false","false","true","oats,nuts","ultra_processed","52","v1.0","synthetic_v2","false"
"AAR0183","8901000000183","PowerFuel Protein Shake","PowerFuel","Beverages","Protein Shake","beverages","261.0","10","9.7","0","0","0","2.2","0","0.0","1.3","0","0.0","Brown rice, lentils, vegetables, spices, salt","5","false","false","false","true","wheat,gluten,soy","minimally_processed","73","v1.0","synthetic_v2","false"
"AAR0184","8901000000184","HealthFirst Coffee Drink","HealthFirst","Beverages","Coffee Drink","beverages","339.0","80.6","2.1","4.2","4.2","4.2","0.6","0.6","0","0","118.0","0.3","Rice flour, corn grits, sunflower oil, spice mix, salt, citric acid","8","false","true","false","true","soy","processed","57","v1.0","synthetic_v2","false"
"AAR0185","8901000000185","CrunchWave Plant Milk Premium","CrunchWave","Beverages","Plant Milk","beverages","376.0","36.2","2.0","0","0.0","0.0","0.1","0.0","0.0","0.1","97.0","0.25","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","6","false","false","false","true","nuts","ultra_processed","52","v1.0","synthetic_v2","false"
"AAR0186","8901000000186","PureNature Coconut Water","PureNature","Beverages","Coconut Water","beverages","209.0","33.5","0","16.7","6.6","1.5","3.6","1.9","0","0","161.0","0.41","Brown rice, lentils, vegetables, spices, salt","9","false","true","false","true","wheat,gluten,milk","minimally_processed","59","v1.0","synthetic_v2","false"
"AAR0187","8901000000187","DairyPure Traditional Drink Premium","DairyPure","Beverages","Traditional Drink","beverages","369.0","10","6.5","0","0.0","0.0","0","0","0.0","0.4","165.0","0.42","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","2","false","false","false","false","","ultra_processed","55","v1.0","synthetic_v2","false"
"AAR0188","8901000000188","DesiGood Plant Milk","DesiGood","Beverages","Plant Milk","beverages","175.0","152.0","2.5","1.9","0","0","2.8","0.4","0.0","0","79.0","0.2","Oats, milk powder, sugar, malt extract, salt, vitamins","8","false","false","false","true","peanuts,sesame","processed","59","v1.0","synthetic_v2","false"
"AAR0189","8901000000189","PowerFuel Plant Milk","PowerFuel","Beverages","Plant Milk","beverages","143.0","108.2","0","0","0","0","1.8","1.7","0","0.6","175.0","0.45","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","7","false","false","false","true","wheat,gluten","processed","58","v1.0","synthetic_v2","false"
"AAR0190","8901000000190","HealthFirst Sports Drink","HealthFirst","Beverages","Sports Drink","beverages","290.0","24.7","1.6","13.1","4.1","1.3","1.1","0","0","0.6","0","0.0","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","8","false","true","false","true","wheat,gluten,milk","processed","60","v1.0","synthetic_v2","false"
"AAR0191","8901000000191","DairyPure Protein Shake","DairyPure","Beverages","Protein Shake","beverages","354.0","10","0","20.7","0.2","0.2","1.9","1.3","0","0.0","194.0","0.49","Skimmed milk, sugar, stabilizers, flavours, live cultures","9","false","false","false","true","wheat,gluten","processed","57","v1.0","synthetic_v2","false"
"AAR0192","8901000000192","MorningBest Coconut Water","MorningBest","Beverages","Coconut Water","beverages","227.0","60.1","0","2.5","2.5","2.5","3.8","1.2","0","0.8","0.0","0.0","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","7","false","true","false","true","milk","ultra_processed","51","v1.0","synthetic_v2","false"
"AAR0193","8901000000193","NutriPulse Plant Milk","NutriPulse","Beverages","Plant Milk","beverages","290.0","174.7","17.5","15.5","7.8","7.8","2.8","0.2","0.0","0.4","156.0","0.4","Refined flour, palm oil, MSG, hydrolyzed soy protein, artificial flavours, salt","8","false","true","true","true","milk","ultra_processed","54","v1.0","synthetic_v2","false"
"AAR0194","8901000000194","CrunchWave Coffee Drink","CrunchWave","Beverages","Coffee Drink","beverages","184.0","105.3","0","5.0","0","0","2.6","1.0","0.0","0.3","134.0","0.34","Oats, milk powder, sugar, malt extract, salt, vitamins","5","false","false","false","true","oats,nuts","processed","58","v1.0","synthetic_v2","false"
"AAR0195","8901000000195","CleanEat Fruit Drink","CleanEat","Beverages","Fruit Drink","beverages","250.0","96.7","6.2","7.4","7.4","0.0","0.3","0.3","0.0","0.6","109.0","0.28","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","5","false","false","true","true","oats,nuts","ultra_processed","48","v1.0","synthetic_v2","false"
"AAR0196","8901000000196","MorningBest Coffee Drink","MorningBest","Beverages","Coffee Drink","beverages","314.0","96.9","4.1","14.4","3.8","0","3.2","0.0","0","0.6","49.0","0.12","Puffed quinoa, amaranth, seeds, coconut sugar, cinnamon","8","false","false","false","true","wheat,gluten,soy","minimally_processed","65","v1.0","synthetic_v2","false"
"AAR0197","8901000000197","DesiGood Protein Shake","DesiGood","Beverages","Protein Shake","beverages","159.0","96.0","0","20.9","12.1","4.1","1.3","0","0.0","0","0.0","0.0","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","10","false","true","false","true","oats,nuts","ultra_processed","45","v1.0","synthetic_v2","false"
"AAR0198","8901000000198","HealthFirst Carbonated Soft Drink","HealthFirst","Beverages","Carbonated Soft Drink","beverages","317.0","17.2","9.7","5.2","0.0","0.0","3.5","0.3","0","0.4","156.0","0.4","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","11","false","false","false","true","wheat,gluten,soy","ultra_processed","57","v1.0","synthetic_v2","false"
"AAR0199","8901000000199","MorningBest Coconut Water Premium","MorningBest","Beverages","Coconut Water","beverages","236.0","33.4","0","6.3","6.3","0","0","0","0","0.3","19.0","0.05","Brown rice, lentils, vegetables, spices, salt","4","false","false","false","true","nuts","minimally_processed","62","v1.0","synthetic_v2","false"
"AAR0200","8901000000200","FitBite Sports Drink","FitBite","Beverages","Sports Drink","beverages","262.0","108.4","7.2","0","0","0","0","0","0","0","0","0.0","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","7","false","false","false","true","soy","minimally_processed","69","v1.0","synthetic_v2","false"
"AAR0201","8901000000201","HarvestGold Coffee Drink","HarvestGold","Beverages","Coffee Drink","beverages","299.0","11.7","2.9","5.1","5.1","5.1","3.7","0","0.0","0.7","0.0","0.0","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","11","false","true","false","false","","ultra_processed","52","v1.0","synthetic_v2","false"
"AAR0202","8901000000202","SweetNature Fruit Drink","SweetNature","Beverages","Fruit Drink","beverages","236.0","10","0","19.2","12.2","11.9","1.7","0.9","0","0.8","226.0","0.57","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","6","false","true","false","false","","ultra_processed","44","v1.0","synthetic_v2","false"
"AAR0203","8901000000203","SlimChoice Traditional Drink","SlimChoice","Beverages","Traditional Drink","beverages","264.0","10","4.6","15.1","9.0","9.0","0.3","0.3","0","0.3","86.0","0.22","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","5","false","true","false","true","milk","ultra_processed","50","v1.0","synthetic_v2","false"
"AAR0204","8901000000204","DairyPure Traditional Drink Premium","DairyPure","Beverages","Traditional Drink","beverages","268.0","47.1","6.1","6.1","0","0","3.8","0","0.0","0.0","101.0","0.26","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","6","false","false","false","true","soy","processed","63","v1.0","synthetic_v2","false"
