product_id,barcode,product_name,brand,category,subcategory,recommendation_group,serving_size_g,energy_kcal_100g,protein_g_100g,carbs_g_100g,sugar_g_100g,added_sugar_g_100g,total_fat_g_100g,saturated_fat_g_100g,trans_fat_g_100g,fiber_g_100g,sodium_mg_100g,salt_g_100g,ingredients_text,ingredient_count,contains_whole_grain,contains_added_sugar,contains_artificial_sweetener,contains_allergen,allergens,processing_level,food_score,score_version,data_source,verified
AAR071,8901001000071,Granola Bar Fruit & Nut,NaturBar,Snack/Protein Bars,Granola Bar,snack_protein_bars,45,408,8.5,60.5,28.0,14.0,15.5,3.5,0.0,5.5,95,0.24,"Rolled oats (40%), almonds (10%), cashews, dried cranberries (8%), honey, sunflower oil, brown rice syrup, chia seeds, vanilla",10,true,true,false,true,"oats,nuts",minimally_processed,65,v1.0,demo_synthetic,false
AAR072,8901001000072,Peanut Butter Energy Bar,PowerPack,Snack/Protein Bars,Energy Bar,snack_protein_bars,50,445,14.5,54.5,22.5,20.5,20.5,5.0,0.1,5.8,180,0.45,"Peanut butter (25%), oats, brown rice crisps, honey, dates, sugar, soy protein isolate, dark chocolate drizzle, salt",11,true,true,false,true,"oats,peanuts,soy",processed,62,v1.0,demo_synthetic,false
AAR073,8901001000073,Plant Protein Bar Almond,GreenFuel,Snack/Protein Bars,Vegan Protein Bar,snack_protein_bars,55,368,22.0,42.5,8.5,6.5,12.5,2.5,0.0,8.5,160,0.40,"Pea protein isolate (30%), almond butter (15%), oats, coconut sugar, chia seeds, pumpkin seeds, dates, cocoa powder, vanilla, salt",11,true,true,false,true,"oats,nuts",minimally_processed,80,v1.0,demo_synthetic,false
AAR074,8901001000074,Choco Fudge Snack Bar,SnackTime,Snack/Protein Bars,Confection Bar,snack_protein_bars,45,458,5.5,65.0,45.5,44.0,18.5,10.0,0.3,2.5,220,0.55,"Sugar, glucose syrup, vegetable fat, cocoa powder (5%), skim milk powder, soy protein, caramel flavour, emulsifier, salt",12,false,true,false,true,"milk,soy",ultra_processed,28,v1.0,demo_synthetic,false
AAR075,8901001000075,Oat & Fig Wellness Bar,CleanBar,Snack/Protein Bars,Wellness Bar,snack_protein_bars,45,338,8.5,60.0,22.5,0.0,9.5,2.5,0.0,8.0,85,0.21,"Rolled oats (45%), dried figs (25%), almonds (10%), sunflower seeds, pumpkin seeds, flaxseeds, cardamom, salt",9,true,false,false,true,"oats,nuts",minimally_processed,79,v1.0,demo_synthetic,false
AAR076,8901001000076,Whole Wheat Sandwich Bread,BreadCraft,Bread & Bakery,Whole Wheat Bread,bread_bakery,40,248,9.5,46.5,3.5,2.5,3.5,0.8,0.0,5.8,440,1.10,"Whole wheat flour (60%), water, yeast, salt, sugar, sunflower oil, malt extract, ascorbic acid (flour improver)",9,true,true,false,true,"wheat,gluten",processed,72,v1.0,demo_synthetic,false
AAR077,8901001000077,White Sandwich Bread Soft,SoftBake,Bread & Bakery,White Bread,bread_bakery,40,265,8.5,50.5,4.5,3.5,3.8,1.0,0.1,2.0,480,1.20,"Refined wheat flour, water, yeast, sugar, salt, vegetable oil, emulsifiers (E471, E481), calcium propionate (preservative)",10,false,true,false,true,"wheat,gluten",ultra_processed,40,v1.0,demo_synthetic,false
AAR078,8901001000078,Multigrain Artisan Bread,GrainHouse,Bread & Bakery,Multigrain Bread,bread_bakery,40,252,10.5,44.0,2.5,1.5,4.0,0.8,0.0,6.5,398,1.00,"Whole wheat flour (40%), rye flour (15%), oat flakes, barley flakes, sunflower seeds, flaxseeds, yeast, salt, water",10,true,false,false,true,"wheat,gluten,rye,oats,sesame"],processed,78,v1.0,demo_synthetic,false
AAR079,8901001000079,Banana Walnut Loaf Cake,BakeryDelite,Bread & Bakery,Sweet Baked Goods,bread_bakery,50,342,5.5,52.5,28.5,27.0,14.5,4.5,0.2,2.5,280,0.70,"Refined wheat flour, ripe banana (15%), sugar, eggs, walnuts (8%), butter, baking soda, vanilla extract, cinnamon, salt",12,false,true,false,true,"wheat,gluten,eggs,milk,nuts"],processed,40,v1.0,demo_synthetic,false
AAR080,8901001000080,Ragi Roti Bread Sprouted,EarthBread,Bread & Bakery,Millet Bread,bread_bakery,40,238,9.0,46.0,2.0,0.5,3.5,0.6,0.0,6.8,350,0.88,"Sprouted finger millet flour (50%), whole wheat flour (25%), psyllium husk, flaxseeds, yeast, salt, water",8,true,false,false,true,"wheat,gluten"],minimally_processed,78,v1.0,demo_synthetic,false
AAR081,8901001000081,Full Cream Milk 3.5% Fat,DairyGold,Dairy & Dairy Drinks,Full Cream Milk,dairy_drinks,200,61,3.4,4.7,4.7,0.0,3.5,2.2,0.0,0.0,44,0.11,"Whole milk (100%)",1,false,false,false,true,"milk",minimally_processed,82,v1.0,demo_synthetic,false
AAR082,8901001000082,Low Fat Yoghurt Plain,ProbiYog,Dairy & Dairy Drinks,Plain Yoghurt,dairy_drinks,150,62,4.8,7.5,7.5,0.0,1.5,1.0,0.0,0.0,52,0.13,"Pasteurized skim milk, live active cultures (L. acidophilus, Bifidobacterium, L. bulgaricus, S. thermophilus)",2,false,false,false,true,"milk",minimally_processed,90,v1.0,demo_synthetic,false
AAR083,8901001000083,Flavored Yoghurt Mango,SweeTog,Dairy & Dairy Drinks,Flavored Yoghurt,dairy_drinks,100,95,3.5,15.0,13.5,10.5,2.5,1.8,0.0,0.0,48,0.12,"Whole milk, sugar, mango pulp (8%), starch, stabilizers (pectin, guar gum), artificial mango flavour, live cultures",10,false,true,false,true,"milk",processed,48,v1.0,demo_synthetic,false
AAR084,8901001000084,Paneer Fresh Cottage Cheese,MilkBliss,Dairy & Dairy Drinks,Paneer,dairy_drinks,50,265,18.5,3.5,3.5,0.0,20.5,13.5,0.0,0.0,28,0.07,"Whole milk, citric acid (acidulant)",2,false,false,false,true,"milk",minimally_processed,72,v1.0,demo_synthetic,false
AAR085,8901001000085,Lassi Sweet Mango Tetrapack,YogSip,Dairy & Dairy Drinks,Lassi Drink,dairy_drinks,200,88,3.2,14.5,13.5,10.0,2.0,1.4,0.0,0.0,62,0.16,"Whole milk yoghurt, mango pulp (15%), sugar, water, cardamom, salt",8,false,true,false,true,"milk",processed,54,v1.0,demo_synthetic,false
AAR086,8901001000086,Greek Yoghurt High Protein,ProtéYog,Dairy & Dairy Drinks,Greek Yoghurt,dairy_drinks,150,98,10.5,6.5,6.5,0.0,4.0,2.5,0.0,0.0,45,0.11,"Concentrated skim milk, live cultures (L. acidophilus, Bifidobacterium, L. bulgaricus, S. thermophilus)",2,false,false,false,true,"milk",minimally_processed,92,v1.0,demo_synthetic,false
AAR087,8901001000087,Chocolate Flavored Milk Drink,ChocoDairy,Dairy & Dairy Drinks,Flavored Milk,dairy_drinks,200,72,3.5,10.5,10.0,8.5,2.0,1.3,0.0,0.0,65,0.16,"Toned milk (85%), sugar, cocoa powder (3%), stabilizer (carrageenan), artificial chocolate flavour, vitamins",9,false,true,false,true,"milk",processed,44,v1.0,demo_synthetic,false
AAR088,8901001000088,Whole Grain Corn Flakes Fortified,MorningPower,Breakfast Cereals,Fortified Corn Flakes,breakfast_cereals,40,378,9.0,79.5,10.5,9.5,1.5,0.3,0.0,5.5,480,1.20,"Whole grain corn (70%), sugar, barley malt extract, salt, iron, niacin, vitamin B6, riboflavin, thiamine, folic acid, vitamin D3",10,true,true,false,false,,processed,58,v1.0,demo_synthetic,false
AAR089,8901001000089,Protein Powder Vanilla Whey,MuscleFuel,Beverages,Protein Powder,beverages,30,382,72.0,15.5,8.0,7.5,5.5,2.5,0.0,1.0,320,0.80,"Whey protein concentrate (85%), soy lecithin, vanilla flavour, sucralose, xanthan gum, salt",8,false,true,true,true,"milk,soy",processed,74,v1.0,demo_synthetic,false
AAR090,8901001000090,Rice Protein Vegan Powder,PeaGain,Beverages,Vegan Protein Powder,beverages,30,368,70.0,20.0,3.5,3.0,4.5,0.8,0.0,2.0,280,0.70,"Organic brown rice protein (90%), organic pea protein, natural vanilla, stevia, sunflower lecithin",5,false,false,true,false,,minimally_processed,78,v1.0,demo_synthetic,false
AAR091,8901001000091,Apple Cider Vinegar Drink,TangyRaw,Beverages,Functional Drink,beverages,250,12,0.1,2.5,1.5,0.0,0.0,0.0,0.0,0.0,15,0.04,"Water, apple cider vinegar with mother (5%), stevia, ginger extract, lemon juice",5,false,false,true,false,,minimally_processed,86,v1.0,demo_synthetic,false
AAR092,8901001000092,Instant Dal Makhani Mix,TastyQuick,Instant Foods,Instant Curry Mix,instant_foods,30,312,15.5,48.0,4.5,3.0,7.5,3.5,0.0,9.5,1100,2.75,"Black lentils (35%), kidney beans (15%), spice paste (tomato powder, ginger, garlic, chilli), cream powder, salt, MSG, vegetable oil, fenugreek",12,false,false,false,false,,ultra_processed,42,v1.0,demo_synthetic,false
AAR093,8901001000093,Jowar Bajra Mix Khakra,CrispRoti,Chips & Namkeen,Khakra,chips_namkeen,30,385,9.5,66.5,3.0,1.5,8.5,1.5,0.0,6.5,480,1.20,"Jowar flour (30%), bajra flour (25%), whole wheat flour, sesame seeds, sunflower oil, ajwain, salt, turmeric",10,true,false,false,true,"wheat,gluten,sesame"],minimally_processed,72,v1.0,demo_synthetic,false
AAR094,8901001000094,Salted Almonds Roasted,NutSnack,Chips & Namkeen,Roasted Nuts,chips_namkeen,30,598,20.5,18.5,4.5,0.0,52.0,4.0,0.0,12.5,200,0.50,"Almonds (98%), salt",2,false,false,false,true,"nuts",minimally_processed,82,v1.0,demo_synthetic,false
AAR095,8901001000095,Instant Oat Upma Mix,SwiftGrain,Instant Foods,Instant Oats Savory,instant_foods,45,348,10.5,62.0,3.0,1.5,7.0,1.5,0.0,8.5,620,1.55,"Rolled oats (60%), mustard seeds, curry leaves powder, chana dal, peas (freeze-dried), vegetable oil, turmeric, salt, asafoetida",11,true,false,false,true,"oats,gluten"],minimally_processed,70,v1.0,demo_synthetic,false
AAR096,8901001000096,Berry Blast Protein Bar,BerryFit,Snack/Protein Bars,Fruit Protein Bar,snack_protein_bars,50,355,18.5,48.5,16.5,14.5,10.5,3.5,0.0,6.5,140,0.35,"Pea protein isolate (22%), oats, dried mixed berries (blueberry, raspberry, cranberry)(15%), almond butter, chia seeds, coconut sugar, dark chocolate drizzle",10,true,true,false,true,"oats,nuts],processed,72,v1.0,demo_synthetic,false
AAR097,8901001000097,Keto Almond Coconut Bar,KetoSnap,Snack/Protein Bars,Keto Bar,snack_protein_bars,40,498,8.5,12.5,2.5,1.5,44.0,22.0,0.0,6.0,85,0.21,"Almond flour (30%), coconut oil, desiccated coconut (20%), dark chocolate chips, erythritol, vanilla, salt",8,false,false,true,true,"nuts"],minimally_processed,65,v1.0,demo_synthetic,false
AAR098,8901001000098,Sprouted Moong Chaat,SproutFresh,Chips & Namkeen,Sprouted Legume Snack,chips_namkeen,40,142,9.5,22.5,3.5,0.0,1.5,0.3,0.0,6.5,280,0.70,"Sprouted moong (mung beans) (85%), lemon juice, chaat masala (coriander, cumin, amchur, chilli), coriander leaves, salt",8,false,false,false,false,,minimally_processed,88,v1.0,demo_synthetic,false
AAR099,8901001000099,Sesame Peanut Chikki Bar,DesiBar,Chocolates & Sweet Snacks,Traditional Bar,chocolates_sweets,25,482,12.5,54.5,38.0,0.0,24.5,4.5,0.0,5.5,68,0.17,"Jaggery (50%), peanuts (25%), sesame seeds (20%), cardamom, ghee",5,false,false,false,true,"peanuts,sesame"],minimally_processed,62,v1.0,demo_synthetic,false
AAR100,8901001000100,Overnight Oats Vanilla Berry,SlowFuel,Breakfast Cereals,Overnight Oats,breakfast_cereals,80,365,9.5,62.5,14.5,5.5,7.5,2.0,0.0,8.5,105,0.26,"Whole rolled oats (55%), chia seeds (8%), dried blueberries, dried raspberries, vanilla powder, flaxseeds, coconut milk powder, salt",9,true,true,false,true,"oats,nuts"],minimally_processed,80,v1.0,demo_synthetic,false
